Hi.	嗨。
I am a good boy.	我是一个好男孩。
I am from China.	我是从中国来的。
I am from China.	我来自中国。
I am in trouble.	我有麻煩了。
I am in trouble.	我遇到困難了。
I ate the apple.	我吃了這個蘋果。
I baked cookies.	我烤了曲奇。
I began running.	我開始跑。
I booked a seat.	我訂了一個位子。
I bought a book.	我買了一本書。
I called Tom up.	我打電話給湯姆了。
I called her up.	我叫她起来。
I can swim well.	我游泳可以游得很好。
I can't see you.	我看不見你。
I can't undo it.	我不能取消它。
I don't want it.	我不要.
I feel relieved.	我感觉轻松了。
I get up at six.	我六點起床。
I had no choice.	那时我没有选择的余地。
I hate studying.	我讨厌学习。
I have brothers.	我有兄弟。
I have ten pens.	我有十支筆。
I have to hurry!	我要赶紧了!
I have two cats.	我有两只猫。
I have two sons.	我有兩個兒子。
I just threw up.	我剛才吐了。
I lent him a CD.	我借给他一盘CD。
I like Tom, too.	我也喜歡湯姆。
I like eggplant.	我喜歡茄子。
I like football.	我喜歡足球。
I like potatoes.	我喜歡土豆。
I like the cold.	我喜歡寒冷。
I like this dog.	我喜欢这只狗。
I like your car.	我喜欢您的车。
I lived in Rome.	我住在羅馬。
I love this car.	我愛這台車。
I might say yes.	我可能会说是。
I must help her.	我必須幫助她。
I need a friend.	我需要个朋友。
I need evidence.	我需要證據。
I need you here.	我需要你在這裡。
I paid the bill.	我买了单。
I played tennis.	我打網球了。
I run every day.	我每天跑步。
I speak Swedish.	我说瑞典语。
I talked to her.	我跟她谈了话。
I teach Chinese.	我教中文。
I think it's OK.	我想沒關係。
I took a shower.	我洗了澡。
I want a guitar.	我想要一把吉他。
I want that bag.	我想要那個袋子。
I want to drive.	我想開車。
I was surprised.	我吃惊了。
I wish you'd go.	我希望你去。
I woke up early.	我起得早。
I work too much.	我工作得太多了。
I'll bring wine.	我会带酒来。
I'll never stop.	我絕不會停。
I'm a foreigner.	我是一個外國人。
I'm a night owl.	我是個夜貓子。
I'm about ready.	我快好了。
I'm always here.	我一直在這裡。
I'm daydreaming.	我在做白日梦。
I'm feeling fit.	我覺得精神很好。
I'm left-handed.	我是左撇子。
I'm not serious.	我不是认真的。
I'm out of time.	我没时间了。
I'm pretty busy.	我挺忙。
I'm really busy.	我真的好忙。
I'm really cold.	我真的冷。
I'm still angry.	我还饿着呢。
I'm very hungry.	我很餓。
I'm very lonely.	我很寂寞。
I've had enough.	我已經受夠了。
I've had enough.	我已經吃飽了。
Is Tom Canadian?	Tom是加拿大人嗎?
Is he breathing?	他在呼吸嗎?
Is it all there?	全都在那裡嗎？
Is it too salty?	还有多余的盐吗？
Is she Japanese?	她是日本人嗎？
Is this a river?	這是一條河嗎?
Isn't that mine?	那是我的吗？
It is up to you.	由你來決定。
It snowed a lot.	下了很多的雪。
It was terrible.	真糟糕。
It was very far.	它很遠。
It'll be cloudy.	天要变多云了。
It's a dead end.	这是个死胡同。
It's a new book.	那本書是一本新書。
It's a nice day.	今天天氣很好。
It's a surprise.	这是一个惊喜。
It's almost six.	快要六點了。
It's already 11.	已经是11点了。
It's fine today.	今天天气很好。
It's impossible.	這是不可能的。
It's lunch time.	午餐時間到了。
It's okay to go.	你可以走了。
It's over there.	在那里。
It's time to go.	該走了。
It's time to go.	是該離開的時候了。
Jesus loves you.	耶穌愛你。
Keep on smiling.	保持微笑。
Keep on working.	繼續工作！
Keep the change!	不用找零钱了。
Large, isn't it?	很大, 不是嗎?
Lemons are sour.	檸檬是酸的。
Let me go alone.	讓我一個人去。
Let me see that.	讓我看看。
Let them decide.	讓他們決定。
Let's eat sushi.	讓我們吃壽司吧。
Let's go by bus.	讓我們坐公共汽車去。
Let's not argue.	我們別吵了。
Let's turn back.	我们掉头吧！
Look at the sky.	看天上。
Look behind you.	瞧你身後。
Make it smaller.	把它弄小一點。
May I leave now?	我现在能走了吗？
May I try it on?	我能试一下吗？
Maybe next time.	也许下一次吧。
Men should work.	男人应该工作。
Merry Christmas!	聖誕快樂。
Mom, I'm hungry.	妈妈，我肚子饿了。
My father walks.	我爸爸走路。
My house is big.	我家很大。
Never say never.	永远不要说永远。
No one was late.	没有人迟到。
No, I didn't go.	不，我沒去。
Open the bottle.	把瓶子打开。
Open your mouth!	把嘴张开！
Please be quiet.	請安靜。
Please continue.	请继续。
Please sit down.	請坐下。
Put your hat on.	戴上你的帽子。
Say no to drugs.	對毒品說不。
Scary, isn't it?	嚇人，不是麼？
See you about 7.	我们7点左右碰头。
See you tonight.	今晚見。
She calmed down.	她冷靜下來。
She disappeared.	她消失了。
She is graceful.	她举止优雅。
She looked away.	她轉移了視線。
She looks young.	她看起来很年轻。
She lost a book.	她弄丟了一本書。
She married him.	她嫁给了他。
She woke him up.	她把他叫醒了。
She worked hard.	她努力地工作。
She's my sister.	她是我的姊妹。
Spring has come.	春天到了。
That dog is big.	這隻狗很大。
That feels good.	感觉良好。
That isn't fair.	這不公平。
That smells bad.	那不好聞。
That's not fair.	那是不公平的。
That's too easy.	那太简单了。
That's very big.	那是很大的。
The boy is kind.	他是个好孩子。
The leaves fell.	叶子落了。
The light is on.	灯亮着。
There's no rush.	不急。
There's no salt.	没有盐。
They all did it.	他们都做了。
They are melons.	它们是瓜。
They sell candy.	他們賣糖果。
This book's new.	这本书是新的。
This is my bike.	这是我的自行车。
This is my book.	这是我的书。
This is my wife.	这是我的妻子。
This is the end.	這是結束。
This is too big.	這個太大了。
This is typical.	这是典型的。
This isn't good.	这不好。
This isn't love.	这不是爱。
Time for dinner.	吃饭时间到了。
Tom also talked.	湯姆也說話了。
Tom did nothing.	汤姆什么都没做。
Tom disappeared.	汤姆不见了。
Tom fell asleep.	汤姆睡着了。
Tom felt hungry.	汤姆觉得饿了。
Tom hugged Mary.	汤姆拥抱了玛丽。
Tom is a racist.	汤姆是种族主义者。
Tom is escaping.	湯姆在逃跑。
Tom is laughing.	汤姆在笑。
Tom is swimming.	汤姆在游泳。
Tom isn't lying.	湯姆沒有說謊。
Tom lived there.	汤姆住在这里。
Tom seems tough.	汤姆看来难缠。
Tom stayed home.	湯姆留在家裡。
Tom was a nurse.	汤姆是个护士。
Tom was at home.	汤姆在家的。
Tom was bullied.	汤姆被欺负了。
Tom was popular.	汤姆挺受欢迎。
Tom was sobbing.	汤姆在啜泣。
Tom wasted time.	湯姆浪費時間。
Tom wears a wig.	湯姆戴假髮。
Tom went abroad.	湯姆出國了。
Turn off the TV.	关闭电视机
Watch your step.	走路小心。
Watch your step.	小心脚下。
We can't escape.	我們逃不出去。
We have no time.	我们没时间。
We want to know.	我們想知道。
We were friends.	我们是朋友。
We were worried.	我们很担心。
We're Canadians.	我們是加拿大人。
We've lost them.	我們失去他們了。
What a surprise!	太惊喜了!
What can Tom do?	汤姆能做什么？
What did he say?	他说了什么？
What do we want?	我們要什麼？
What is missing?	少了什么？
What time is it?	几点了？
What time is it?	現在幾點？
What time is it?	幾點了？
What's happened?	怎么了？
When can we eat?	我們什麼時候可以吃？
Where is Manila?	馬尼拉在哪裡？
Where's my wife?	我的妻子在哪裡？
Who is this boy?	这个男孩是谁？
Who likes beans?	谁喜欢豆子？
Who was playing?	誰在玩？
Why did we fail?	我們為甚麼失敗了？
Why did you cry?	你为什么哭？
Why did you cry?	你為什麼哭？
Why do that now?	为什么现在做那个？
Wolves scare me.	狼嚇到了我。
You can come in.	你可以進來。
You can tell us.	你能告诉我们。
You look stupid.	你看上去很傻。
You must choose.	你必须选择。
You'd better go.	你最好走。
You'll get lost.	你会迷路的。
You're a person.	你是人。
You're so right.	你真是太對了。
You're terrible.	你真壞。
You're very shy.	你很害羞。
You've been had.	你们被骗了。
You've been had.	您被骗了。
Your time is up.	你的時間到了。
"Look," she said.	“看啊！” 她说道。
Accidents happen.	事故發生。
Answer the phone.	接电话。
Are you Japanese?	你是日本人嗎？
Are you a doctor?	你是医生吗？
Are you a wizard?	你是个术士吗？
Are you busy now?	現在你們忙嗎？
Are you busy now?	現在您忙嗎？
Are you finished?	你结束了吗？
Are you students?	你們是學生嗎？
Aren't you happy?	你不快樂嗎?
Ask him his name.	问他一下他的名字。
Can I rest a bit?	我能休息一会儿吗？
Can I sleep here?	我能在這裡睡覺嗎？
Can anyone drive?	有人会开车吗？
Can you eat this?	这个能吃吗？
Can you save Tom?	你能救汤姆吗？
Come with me now.	现在就跟我来。
Did Spot go, too?	Spot也去了嗎？
Did you ever try?	你试过吗？
Did you meet Tom?	你见过汤姆了吗？
Do as you please.	你可以隨心所欲。
Do you have a TV?	你有电视吗？
Do you have kids?	你們有小孩嗎?
Do you like snow?	你喜欢雪吗？
Do you live here?	你住這裡嗎?
Do you need help?	你需要幫助嗎？
Do you own a gun?	你拥有枪支吗？
Do you trust her?	你相信她嗎?
Do you want more?	你想要更多嗎？
Don't kid around.	別開玩笑了。
Drink this juice.	喝這果汁。
Everybody laughs.	每個人都在笑。
Everybody saw it.	每個人都看見了。
Everyone noticed.	所有人都注意到了。
Fight like a man!	像男人一样战斗！
For what purpose?	為了什麼目的？
Get off the lawn!	離開草坪!
Get on the horse.	上马。
Give Tom a chair.	給湯姆一把椅子。
Give me the book.	給我這本書。
Give me the book.	把书给我。
Go straight home.	直接回家。
Go up the stairs.	上楼。
Go when you want.	你想走的时候就走吧。
He broke the law.	他触犯了法律。
He can read well.	他能讀得很好。
He caught a cold.	他着凉了。
He caught a cold.	他感冒了。
He died recently.	他最近去世了。
He has long hair.	他有長頭髮。
He heard a shout.	他聽到了叫聲。
He is a tall boy.	他是一个高大的男孩。
He is an Italian.	他是義大利人。
He is in trouble.	他有麻烦。
He is not stupid.	他不是傻子。
He is still here.	他还在这儿。
He is very angry.	他非常生气。
He isn't at home.	他不在家。
He just got home.	他刚回到家。
He likes fishing.	他喜歡釣魚。
He likes hunting.	他喜欢打猎。
He likes oranges.	他喜欢橙子。
He loves to fish.	他酷爱钓鱼。
He must love you.	他一定很愛你。
He played tennis.	他打了网球。
He shut the door.	他關上了門。
He told us a lie.	他對我們說了一個謊。
He wears glasses.	他戴眼鏡。
He writes Arabic.	他写阿拉伯文。
He's at her side.	他在她的旁邊。
He's new in town.	他刚来这镇上。
He's your friend.	他是你的朋友。
Here is your bag.	你的袋子在這裡。
How are you, Tom?	你好嗎，湯姆？
How did Tom know?	湯姆怎麼知道？
How do I sign up?	我怎样报名参加呢？
How is your wife?	你太太怎么样？
How long is this?	這有多長？
How tall are you?	你多高？
How tall are you?	你多高?
How was the food?	食物怎麼樣？
How're you doing?	你們好嗎？
I agree with him.	我同意他。
I almost drowned.	我差點被淹死。
I always eat out.	我總是在外面吃飯。
I am a bit drunk.	我有點醉了。
I am eating rice.	我在吃米饭。
I am not a witch.	我不是巫婆。
I am not curious.	我不好奇。
I am your father.	我是你爸爸。
I believe in you.	我相信你。
I bet Tom forgot.	我打賭湯姆忘了。
I bought a watch.	我買了一只手錶。
I can't hear you.	我聽不到你的聲音。
I can't meet you.	遇不到你。
I can't reach it.	我搆不到它。
I can't remember.	我記不得了。
I can't remember.	我想不起來。
I can't stand it.	我不能忍受。
I collect stamps.	我收集郵票。
I could see that.	我能看見。
I couldn't sleep.	我無法入睡。
I couldn't sleep.	我睡不著。
I didn't like it.	我没有喜欢过。
I didn't mean it.	我不是这个意思。
I didn't see him.	我没见到他。
I do forgive Tom.	我原谅汤姆。
I don't doubt it.	我没有疑问。
I don't know her.	我不認識她。
I don't like her.	我不喜歡她。
I don't like tea.	我不喜欢喝茶。
I don't like you.	我不喜欢你。
I don't remember.	我不記得了。
I don't want you.	我不想要你。
I feel very sick.	我覺得我病得很厲害。
I had a hard day.	我过了难挨的一天。
I hate chemistry.	我讨厌化学。
I have a big dog.	我有条大狗。
I have a new car.	我有辆新车。
I have asked him.	我問過他。
I have no excuse.	我没有借口。
I have to say no.	我必须拒绝。
I hope Tom loses.	我希望湯姆輸。
I know it's hard.	我知道它有困難。
I like chocolate.	我喜歡巧克力。
I like pop music.	我喜歡流行音樂。
I like red roses.	我喜歡紅色的玫瑰。
I like to travel.	我喜歡旅行。
I like traveling.	我喜歡旅行。
I like your city.	我喜欢你们的城市。
I like your room.	我喜欢你的房间。
I live near here.	我住在這附近。
I love this song.	我爱这首歌。
I made a mistake.	我犯了一個錯。
I made her angry.	我讓她生氣。
I made it myself.	我自己做的。
I miss you badly.	我非常想你。
I need more time.	我需要更多时间。
I play in a band.	我在一個樂團裡演奏。
I still love her.	我仍然爱着她。
I still love him.	我依旧爱着他。
I tried to smile.	我試著微笑。
I want beef, too.	"我也要牛肉。"
I want much more.	我要多很多。
I want you to go.	我要你去。
I want your love.	我要你的愛。
I wasn't yelling.	我沒有在吼。
